-0.528754,-0.00146255,0.999943
-0.51977,-0.0102299,0.999993
-0.481305,-0.0486952,0.999994
-0.424927,-0.105073,0.999995
-0.368285,-0.161715,0.999996
-0.315088,-0.214913,0.999996
-0.277374,-0.252626,0.999997
-0.212826,-0.317175,0.999996
-0.13438,-0.39562,0.999996
-0.0643727,-0.465628,0.999994
-0.0163595,-0.513641,0.999993
-0.00128077,-0.529267,0.999941
0.00532525,-0.524677,1.001
0.0342744,-0.495726,1.00646
0.0880138,-0.441987,1.0166
0.144276,-0.385725,1.02722
0.1966,-0.333402,1.03709
0.233213,-0.296788,1.044
0.284917,-0.245084,1.05375
0.362628,-0.167374,1.06842
0.435586,-0.0944158,1.08218
0.497036,-0.0329666,1.09377
0.525173,-0.00483687,1.09908
0.529225,0.00127335,1.10004
0.513513,0.0164886,1.09999
0.467721,0.0622807,1.09999
0.412018,0.117984,1.1
0.355135,0.174867,1.1
0.306796,0.223204,1.1
0.274277,0.255719,1.1
0.231153,0.298849,1.1
0.154226,0.375776,1.1
0.0814366,0.448566,1.09999
0.0250424,0.50496,1.09999
0.00269362,0.52732,1.09999
-0.00226487,0.527816,1.09957
-0.0225595,0.507442,1.09574
-0.0712555,0.458745,1.08655
-0.126768,0.403234,1.07608
-0.181215,0.348786,1.06581
-0.211703,0.318294,1.06005
-0.256716,0.273285,1.05156
-0.327986,0.202015,1.03811
-0.404108,0.125893,1.02375
-0.473322,0.0566795,1.01069
-0.516359,0.0136419,1.00257
-0.529711,0.000291212,1.00005
-0.530001,2.59511e-07,0.999992
